時間軸コード,西暦（暦年）,和暦（暦年）,地域コード,地域,性別,項目,数値,単位
2003000101,2003年,平成15年,26464,与謝郡野田川町,男,仕事に従事しなかった,27 ,人
2003000101,2003年,平成15年,26464,与謝郡野田川町,女,自営農業だけに従事,111 ,人
2003000101,2003年,平成15年,26464,与謝郡野田川町,女,自営農業を主にその他の仕事に従事,7 ,人
2003000101,2003年,平成15年,26464,与謝郡野田川町,女,その他の仕事を主に自営農業に従事,93 ,人
2003000101,2003年,平成15年,26464,与謝郡野田川町,女,その他の仕事だけに従事,76 ,人
2003000101,2003年,平成15年,26464,与謝郡野田川町,女,仕事に従事しなかった,67 ,人
2003000101,2003年,平成15年,26481,中郡峰山町,全体,農家人口,2773 ,人
2003000101,2003年,平成15年,26481,中郡峰山町,男,農家人口,1373 ,人
2003000101,2003年,平成15年,26481,中郡峰山町,女,農家人口,1400 ,人
2003000101,2003年,平成15年,26481,中郡峰山町,全体,15歳以上世帯員総数,2282 ,人
2003000101,2003年,平成15年,26481,中郡峰山町,男,自営農業だけに従事,356 ,人
2003000101,2003年,平成15年,26481,中郡峰山町,男,自営農業を主にその他の仕事に従事,36 ,人
2003000101,2003年,平成15年,26481,中郡峰山町,男,その他の仕事を主に自営農業に従事,599 ,人
2003000101,2003年,平成15年,26481,中郡峰山町,男,その他の仕事だけに従事,53 ,人
2003000101,2003年,平成15年,26481,中郡峰山町,男,仕事に従事しなかった,88 ,人
2003000101,2003年,平成15年,26481,中郡峰山町,女,自営農業だけに従事,428 ,人
2003000101,2003年,平成15年,26481,中郡峰山町,女,自営農業を主にその他の仕事に従事,21 ,人
2003000101,2003年,平成15年,26481,中郡峰山町,女,その他の仕事を主に自営農業に従事,352 ,人
2003000101,2003年,平成15年,26481,中郡峰山町,女,その他の仕事だけに従事,149 ,人
2003000101,2003年,平成15年,26481,中郡峰山町,女,仕事に従事しなかった,200 ,人
2003000101,2003年,平成15年,26482,中郡大宮町,全体,農家人口,2138 ,人
2003000101,2003年,平成15年,26482,中郡大宮町,男,農家人口,1042 ,人
2003000101,2003年,平成15年,26482,中郡大宮町,女,農家人口,1096 ,人
2003000101,2003年,平成15年,26482,中郡大宮町,全体,15歳以上世帯員総数,1787 ,人
2003000101,2003年,平成15年,26482,中郡大宮町,男,自営農業だけに従事,289 ,人
2003000101,2003年,平成15年,26482,中郡大宮町,男,自営農業を主にその他の仕事に従事,43 ,人
2003000101,2003年,平成15年,26482,中郡大宮町,男,その他の仕事を主に自営農業に従事,431 ,人
2003000101,2003年,平成15年,26482,中郡大宮町,男,その他の仕事だけに従事,44 ,人
2003000101,2003年,平成15年,26482,中郡大宮町,男,仕事に従事しなかった,62 ,人
2003000101,2003年,平成15年,26482,中郡大宮町,女,自営農業だけに従事,339 ,人
2003000101,2003年,平成15年,26482,中郡大宮町,女,自営農業を主にその他の仕事に従事,22 ,人
2003000101,2003年,平成15年,26482,中郡大宮町,女,その他の仕事を主に自営農業に従事,287 ,人
2003000101,2003年,平成15年,26482,中郡大宮町,女,その他の仕事だけに従事,137 ,人
2003000101,2003年,平成15年,26482,中郡大宮町,女,仕事に従事しなかった,133 ,人
2003000101,2003年,平成15年,26501,竹野郡網野町,全体,農家人口,1524 ,人
2003000101,2003年,平成15年,26501,竹野郡網野町,男,農家人口,749 ,人
2003000101,2003年,平成15年,26501,竹野郡網野町,女,農家人口,775 ,人
2003000101,2003年,平成15年,26501,竹野郡網野町,全体,15歳以上世帯員総数,1252 ,人
2003000101,2003年,平成15年,26501,竹野郡網野町,男,自営農業だけに従事,250 ,人
2003000101,2003年,平成15年,26501,竹野郡網野町,男,自営農業を主にその他の仕事に従事,31 ,人
2003000101,2003年,平成15年,26501,竹野郡網野町,男,その他の仕事を主に自営農業に従事,260 ,人
2003000101,2003年,平成15年,26501,竹野郡網野町,男,その他の仕事だけに従事,25 ,人
2003000101,2003年,平成15年,26501,竹野郡網野町,男,仕事に従事しなかった,49 ,人
2003000101,2003年,平成15年,26501,竹野郡網野町,女,自営農業だけに従事,244 ,人
2003000101,2003年,平成15年,26501,竹野郡網野町,女,自営農業を主にその他の仕事に従事,15 ,人
2003000101,2003年,平成15年,26501,竹野郡網野町,女,その他の仕事を主に自営農業に従事,187 ,人
2003000101,2003年,平成15年,26501,竹野郡網野町,女,その他の仕事だけに従事,79 ,人
2003000101,2003年,平成15年,26501,竹野郡網野町,女,仕事に従事しなかった,112 ,人
2003000101,2003年,平成15年,26502,竹野郡丹後町,全体,農家人口,1370 ,人
2003000101,2003年,平成15年,26502,竹野郡丹後町,男,農家人口,685 ,人
2003000101,2003年,平成15年,26502,竹野郡丹後町,女,農家人口,685 ,人
2003000101,2003年,平成15年,26502,竹野郡丹後町,全体,15歳以上世帯員総数,1156 ,人
2003000101,2003年,平成15年,26502,竹野郡丹後町,男,自営農業だけに従事,177 ,人
2003000101,2003年,平成15年,26502,竹野郡丹後町,男,自営農業を主にその他の仕事に従事,53 ,人
2003000101,2003年,平成15年,26502,竹野郡丹後町,男,その他の仕事を主に自営農業に従事,294 ,人
2003000101,2003年,平成15年,26502,竹野郡丹後町,男,その他の仕事だけに従事,24 ,人
2003000101,2003年,平成15年,26502,竹野郡丹後町,男,仕事に従事しなかった,28 ,人
2003000101,2003年,平成15年,26502,竹野郡丹後町,女,自営農業だけに従事,246 ,人
2003000101,2003年,平成15年,26502,竹野郡丹後町,女,自営農業を主にその他の仕事に従事,18 ,人
2003000101,2003年,平成15年,26502,竹野郡丹後町,女,その他の仕事を主に自営農業に従事,174 ,人
2003000101,2003年,平成15年,26502,竹野郡丹後町,女,その他の仕事だけに従事,57 ,人
2003000101,2003年,平成15年,26502,竹野郡丹後町,女,仕事に従事しなかった,85 ,人
2003000101,2003年,平成15年,26503,竹野郡弥栄町,全体,農家人口,1812 ,人
2003000101,2003年,平成15年,26503,竹野郡弥栄町,男,農家人口,905 ,人
2003000101,2003年,平成15年,26503,竹野郡弥栄町,女,農家人口,907 ,人
2003000101,2003年,平成15年,26503,竹野郡弥栄町,全体,15歳以上世帯員総数,1512 ,人
2003000101,2003年,平成15年,26503,竹野郡弥栄町,男,自営農業だけに従事,251 ,人
2003000101,2003年,平成15年,26503,竹野郡弥栄町,男,自営農業を主にその他の仕事に従事,41 ,人
2003000101,2003年,平成15年,26503,竹野郡弥栄町,男,その他の仕事を主に自営農業に従事,355 ,人
2003000101,2003年,平成15年,26503,竹野郡弥栄町,男,その他の仕事だけに従事,33 ,人
2003000101,2003年,平成15年,26503,竹野郡弥栄町,男,仕事に従事しなかった,64 ,人
2003000101,2003年,平成15年,26503,竹野郡弥栄町,女,自営農業だけに従事,310 ,人
2003000101,2003年,平成15年,26503,竹野郡弥栄町,女,自営農業を主にその他の仕事に従事,24 ,人
2003000101,2003年,平成15年,26503,竹野郡弥栄町,女,その他の仕事を主に自営農業に従事,212 ,人
2003000101,2003年,平成15年,26503,竹野郡弥栄町,女,その他の仕事だけに従事,112 ,人
2003000101,2003年,平成15年,26503,竹野郡弥栄町,女,仕事に従事しなかった,110 ,人
2003000101,2003年,平成15年,26521,熊野郡久美浜町,全体,農家人口,4842 ,人
2003000101,2003年,平成15年,26521,熊野郡久美浜町,男,農家人口,2405 ,人
2003000101,2003年,平成15年,26521,熊野郡久美浜町,女,農家人口,2437 ,人
2003000101,2003年,平成15年,26521,熊野郡久美浜町,全体,15歳以上世帯員総数,4076 ,人
2003000101,2003年,平成15年,26521,熊野郡久美浜町,男,自営農業だけに従事,621 ,人
2003000101,2003年,平成15年,26521,熊野郡久美浜町,男,自営農業を主にその他の仕事に従事,105 ,人
2003000101,2003年,平成15年,26521,熊野郡久美浜町,男,その他の仕事を主に自営農業に従事,1019 ,人
2003000101,2003年,平成15年,26521,熊野郡久美浜町,男,その他の仕事だけに従事,89 ,人
2003000101,2003年,平成15年,26521,熊野郡久美浜町,男,仕事に従事しなかった,191 ,人
2003000101,2003年,平成15年,26521,熊野郡久美浜町,女,自営農業だけに従事,781 ,人
2003000101,2003年,平成15年,26521,熊野郡久美浜町,女,自営農業を主にその他の仕事に従事,58 ,人
2003000101,2003年,平成15年,26521,熊野郡久美浜町,女,その他の仕事を主に自営農業に従事,610 ,人
2003000101,2003年,平成15年,26521,熊野郡久美浜町,女,その他の仕事だけに従事,256 ,人
2003000101,2003年,平成15年,26521,熊野郡久美浜町,女,仕事に従事しなかった,346 ,人
2005000202,2005年,平成17年,26000,京都府,全体,農家人口,99653 ,人
2005000202,2005年,平成17年,26000,京都府,男,農家人口,48757 ,人
2005000202,2005年,平成17年,26000,京都府,女,農家人口,50896 ,人
2005000202,2005年,平成17年,26000,京都府,全体,15歳以上世帯員総数,89277 ,人
2005000202,2005年,平成17年,26000,京都府,男,自営農業だけに従事,12256 ,人
2005000202,2005年,平成17年,26000,京都府,男,自営農業を主にその他の仕事に従事,5903 ,人
2005000202,2005年,平成17年,26000,京都府,男,その他の仕事を主に自営農業に従事,18124 ,人
2005000202,2005年,平成17年,26000,京都府,男,その他の仕事だけに従事,3022 ,人
2005000202,2005年,平成17年,26000,京都府,男,仕事に従事しなかった,4189 ,人
2005000202,2005年,平成17年,26000,京都府,女,自営農業だけに従事,18152 ,人
2005000202,2005年,平成17年,26000,京都府,女,自営農業を主にその他の仕事に従事,3095 ,人
2005000202,2005年,平成17年,26000,京都府,女,その他の仕事を主に自営農業に従事,9535 ,人
2005000202,2005年,平成17年,26000,京都府,女,その他の仕事だけに従事,5838 ,人
2005000202,2005年,平成17年,26000,京都府,女,仕事に従事しなかった,9163 ,人
2005000202,2005年,平成17年,26100,京都市,全体,農家人口,10523 ,人
2005000202,2005年,平成17年,26100,京都市,男,農家人口,5113 ,人
2005000202,2005年,平成17年,26100,京都市,女,農家人口,5410 ,人
2005000202,2005年,平成17年,26100,京都市,全体,15歳以上世帯員総数,9430 ,人
2005000202,2005年,平成17年,26100,京都市,男,自営農業だけに従事,1712 ,人
2005000202,2005年,平成17年,26100,京都市,男,自営農業を主にその他の仕事に従事,487 ,人
2005000202,2005年,平成17年,26100,京都市,男,その他の仕事を主に自営農業に従事,1495 ,人
2005000202,2005年,平成17年,26100,京都市,男,その他の仕事だけに従事,336 ,人
2005000202,2005年,平成17年,26100,京都市,男,仕事に従事しなかった,523 ,人
2005000202,2005年,平成17年,26100,京都市,女,自営農業だけに従事,2256 ,人
2005000202,2005年,平成17年,26100,京都市,女,自営農業を主にその他の仕事に従事,319 ,人
2005000202,2005年,平成17年,26100,京都市,女,その他の仕事を主に自営農業に従事,622 ,人
2005000202,2005年,平成17年,26100,京都市,女,その他の仕事だけに従事,530 ,人
2005000202,2005年,平成17年,26100,京都市,女,仕事に従事しなかった,1150 ,人
2005000202,2005年,平成17年,26101,京都市北区,全体,農家人口,993 ,人
2005000202,2005年,平成17年,26101,京都市北区,男,農家人口,476 ,人
2005000202,2005年,平成17年,26101,京都市北区,女,農家人口,517 ,人
2005000202,2005年,平成17年,26101,京都市北区,全体,15歳以上世帯員総数,896 ,人
2005000202,2005年,平成17年,26101,京都市北区,男,自営農業だけに従事,176 ,人
2005000202,2005年,平成17年,26101,京都市北区,男,自営農業を主にその他の仕事に従事,49 ,人
2005000202,2005年,平成17年,26101,京都市北区,男,その他の仕事を主に自営農業に従事,101 ,人
2005000202,2005年,平成17年,26101,京都市北区,男,その他の仕事だけに従事,31 ,人
2005000202,2005年,平成17年,26101,京都市北区,男,仕事に従事しなかった,62 ,人
2005000202,2005年,平成17年,26101,京都市北区,女,自営農業だけに従事,252 ,人
2005000202,2005年,平成17年,26101,京都市北区,女,自営農業を主にその他の仕事に従事,30 ,人
2005000202,2005年,平成17年,26101,京都市北区,女,その他の仕事を主に自営農業に従事,33 ,人
2005000202,2005年,平成17年,26101,京都市北区,女,その他の仕事だけに従事,46 ,人
2005000202,2005年,平成17年,26101,京都市北区,女,仕事に従事しなかった,116 ,人
2005000202,2005年,平成17年,26102,京都市上京区,全体,農家人口,17 ,人
2005000202,2005年,平成17年,26102,京都市上京区,男,農家人口,9 ,人
2005000202,2005年,平成17年,26102,京都市上京区,女,農家人口,8 ,人
2005000202,2005年,平成17年,26102,京都市上京区,全体,15歳以上世帯員総数,15 ,人
2005000202,2005年,平成17年,26102,京都市上京区,男,自営農業だけに従事,2 ,人
2005000202,2005年,平成17年,26102,京都市上京区,男,自営農業を主にその他の仕事に従事,2 ,人
2005000202,2005年,平成17年,26102,京都市上京区,男,その他の仕事を主に自営農業に従事,1 ,人
2005000202,2005年,平成17年,26102,京都市上京区,男,その他の仕事だけに従事,1 ,人
